Text,pred_label,prob_informative,prob_uninformative,keyword_score,matched_keywords,final_score,alert_level,alert_rank
Angena amanzi endlini. 240 cases of COVID-19 and one reported case at the Eastern Cape.,INFORMATIVE,0.8303510159896941,0.16964898401030593,2,{'case_growth': ['cases']},7,MEDIUM,2
"The number of #coronavirus cases in #Pakistan surpassed 2,000 on Wednesday, indicating an upward trend despite efforts by the government to contain the pandemic.",UNINFORMATIVE,0.37839101803579867,0.6216089819642013,2,{'case_growth': ['cases']},2,LOW,1
"@USER I wasn't doubting it mate but this virus is affecting and killing people under 70, 60, 50 and even 40. Those without underlying conditions and has a bundle of 20 something's in ICU. A woman of 27 without underlying conditions died of Covid-19 just after giving birth.",INFORMATIVE,0.6047698722759386,0.3952301277240614,3,{'medical_system': ['icu']},7,MEDIUM,2
Which African country is the latest to have tested positive for coronavirus? - Panel Member Jake: Nigeria × @USER @USER #SRCVetting #KNUSTDecides #hypercitigh #knustElectionTower HTTPURL,INFORMATIVE,0.7680572769145751,0.23194272308542488,3,"{'case_growth': ['tested positive'], 'testing_quarantine': ['tested']}",7,MEDIUM,2
Follow up: 21 new Coronavirus cases announced today by PA Moh are as follow: 9 patients from Jerusalem Governorate. 11 patients from Ramallah Governorate. 1 patient from Hebron City.,INFORMATIVE,0.6691757308901236,0.33082426910987645,2,{'case_growth': ['cases']},6,MEDIUM,2
"February 7, 2020: Li Wenliang, a doctor who was one of the first to sound the alarm over the coronavirus died. China researchers said the pangolin may have been an animal link in the chain. February 8, 2020: A US citizen died in Wuhan.",INFORMATIVE,0.6240879503683832,0.3759120496316168,0,{},4,LOW,1
#Coronavirus. The best article I have seen so far. The number of untested or unconfirmed cases may be 10 times higher than official numbers #Kebetu HTTPURL,UNINFORMATIVE,0.28430372830070805,0.715696271699292,2,"{'case_growth': ['confirmed cases', 'cases']}",2,LOW,1
"Twelve more people test positive for corornavirus in Kerala on Saturday, taking the total number to 49: Chief Minister Pinarayi Vijayan #Follow us for the latest updates #CoronaStopKaroNa #ChinaLiedAndPeopleDied #Covid_19 #CoronaChainScare",INFORMATIVE,0.8164451145648874,0.18355488543511259,1,{'testing_quarantine': ['test']},6,MEDIUM,2
"Man killed in mob justice attack in Kibundani, Kwale County in Kenya after youth 'suspected that he had contracted' coronavirus. #COVID19KE",INFORMATIVE,0.764212086227757,0.235787913772243,0,{},4,LOW,1
"LIVE | Lav Agarwal, Joint Secretary, Health Ministry: 111 labs across the country will be functional from today. #CoronaVirus HTTPURL",UNINFORMATIVE,0.25950873261464336,0.7404912673853566,0,{},0,LOW,1
The #US passing #China? Let's not be #COVIDIDIOTS. Beijing's #coronavirus new-case numbers have been and continue to be bogus.,UNINFORMATIVE,0.34212879293999254,0.6578712070600075,0,{},0,LOW,1
Italy has confirmed 793 deaths from Coronavirus today. Yet another high in the country. 546 of those in the region of #Lombardy alone.,INFORMATIVE,0.9504442760267069,0.04955572397329308,5,"{'case_growth': ['confirmed'], 'death_severity': ['deaths']}",10,HIGH,3
JPMorgan sees surge in coronavirus cases after pressuring traders to go to work: report HTTPURL via @USER,UNINFORMATIVE,0.3344585100178309,0.6655414899821691,2,"{'case_growth': ['cases', 'surge']}",2,LOW,1
Coronavirus cases in Broughty Ferry force closure of local health centre… #coronavirus #covid19 #Dundee HTTPURL via @USER,INFORMATIVE,0.5398356952210005,0.4601643047789995,3,"{'case_growth': ['cases'], 'public_response': ['closure']}",6,MEDIUM,2
New post: Coronavirus: More facts emerge on how Nigeria’s third case got infected HTTPURL,INFORMATIVE,0.5176622257491814,0.48233777425081864,1,{'symptoms_infection': ['infected']},4,LOW,1
"Today we were notified that a student has tested positive for COVID-19 in Boone County, Missouri. You can read the full press release here: HTTPURL HTTPURL",INFORMATIVE,0.817297068939807,0.182702931060193,3,"{'case_growth': ['tested positive'], 'testing_quarantine': ['tested']}",8,MEDIUM,2
20 deaths since 10th death in #Sweden. At current growth rate (26%/day) deaths reach 32 by Monday(day5). This is less than 100 (Spain) but more than 20 (SKorea). Total # confirmed cases up by 11% and HTTPURL up by 22% per day since 18th. Data:FHM&amp;SIR #COVID19,INFORMATIVE,0.8041790387982614,0.19582096120173864,5,"{'case_growth': ['confirmed cases', 'confirmed', 'cases'], 'death_severity': ['death', 'deaths']}",10,HIGH,3
Brit mum stuck in Peru with 9-month-old baby recovering from pneumonia after country shuts borders over coronavirus HTTPURL,INFORMATIVE,0.6063576202195564,0.3936423797804436,0,{},4,LOW,1
"Can confirm: people on Dubai’s JBR beach have developed a momentary amnesia that has robbed them of their knowledge of units of measurement, Govt guidelines and just general common sense. #SocialDistancing #Covid_19 HTTPURL",UNINFORMATIVE,0.2819709458539593,0.7180290541460407,0,{},0,LOW,1
Here are today’s #coronavirus headlines. • @USER Hospital ship docked in NYC • Treasury Sec. @USER Economy will ‘surge back’ by June • Spike in #COVID19 cases in Louisiana Plus more from @USER and @USER reporting team: HTTPURL HTTPURL,UNINFORMATIVE,0.28067498643391264,0.7193250135660874,5,"{'case_growth': ['cases', 'surge', 'spike'], 'medical_system': ['hospital']}",3,LOW,1
"Coronavirus shatters New Jersey family, kills 4 with 3 more hospitalized HTTPURL via @USER",UNINFORMATIVE,0.45227480774142137,0.5477251922585786,0,{},0,LOW,1
"Italy. “On re-evaluation by the National Institute of Health, only 12 per cent of death certificates have shown a direct causality from coronavirus, while 88 per cent of patients who have died have at least one pre-morbidity – many had two or three.” HTTPURL",INFORMATIVE,0.5189504887849198,0.4810495112150802,3,{'death_severity': ['death']},6,MEDIUM,2
"Semoga Gilead drug produced ‘rapid’ recovery in coronavirus patients, report says - MarketWatch HTTPURL",UNINFORMATIVE,0.19835757603684745,0.8016424239631526,0,{},0,LOW,1
Maybe @USER thought he could leverage some of the positive PR around the Army’s work on #COVID19 to pull a fast one and pardon a mass murderer who killed 8 Tamil civilians incl. 3 children. The youngest was 5. Disseminating the facts around the conviction crucial. #lka,UNINFORMATIVE,0.2674031465127159,0.7325968534872841,0,{},0,LOW,1
#Covid19 Update: She fought to get her husband tested while her state was applauded for having no coronavirus HTTPURL #telecom #business #livecoverage #coronavirus,INFORMATIVE,0.8848682933667033,0.11513170663329671,1,{'testing_quarantine': ['tested']},6,MEDIUM,2
COVID-19 try{ for( nationality== Kenyan; status== Poor; cases++) } catch{ rich.IsEmpty(); National Prayers (ReturnNull) },UNINFORMATIVE,0.3005316455181727,0.6994683544818273,2,{'case_growth': ['cases']},2,LOW,1
"PM Minnis: -14 confirmed cases of COVID-19 in The Bahamas - The HOA will meet tomorrow, March 30th, to pass a resolution extending Emergency Orders to April 8th. -All street vendors must not operate -Gov’t introducing a food shopping schedule -Some people have a hard head",UNINFORMATIVE,0.29752198733310675,0.7024780126668932,3,"{'case_growth': ['confirmed cases', 'confirmed', 'cases'], 'public_response': ['emergency']}",3,LOW,1
"Qom city was the first city with #coronavirus cases in Iran Despite the coronavirus outbreak in Qom city , the government not only didn’t quarantine the city , now they are sending this clergies from Qom to all over the country in order to help 🤔",UNINFORMATIVE,0.47989134450398296,0.520108655496017,4,"{'case_growth': ['cases'], 'testing_quarantine': ['quarantine'], 'symptoms_infection': ['outbreak']}",3,LOW,1
"In the greater Roanoke area, four COVID-19 cases had been confirmed as of Friday evening HTTPURL",INFORMATIVE,0.9260760014940969,0.07392399850590312,2,"{'case_growth': ['confirmed', 'cases']}",7,MEDIUM,2
one area in Emergency Department with 15 beds for suspected COVID-19 patients. @USER,UNINFORMATIVE,0.4016509575228231,0.5983490424771769,4,"{'medical_system': ['beds'], 'public_response': ['emergency']}",3,LOW,1
All day today state T.V. in U.K BBC NEWS has been on their flagship channel all day today has been live news About covid 19 . The numbers of case is 3x highter than yesterday,INFORMATIVE,0.8035480614632566,0.19645193853674334,0,{},5,MEDIUM,2
"Coronavirus live update 3/21/20: Global cases: More than 299,061 Global deaths: At least 12,762 U.S. cases: At least 24,148 U.S. deaths: At least 285 HTTPURL",INFORMATIVE,0.9369461569123352,0.06305384308766486,5,"{'case_growth': ['cases'], 'death_severity': ['deaths']}",10,HIGH,3
Video: WATCH: New York Gov. Cuomo holds coronavirus news conference - 3/20 (FULL LIVE STREAM) HTTPURL,UNINFORMATIVE,0.22566007065999905,0.774339929340001,0,{},0,LOW,1
"A leading surgeon has died after contracting Covid-19. Cardiac surgeon Jitendra Rathod was admitted to University Hospital of Wales Cardiff, before being taken to intensive care; despite the best efforts of his colleagues, Mr Rathod died on Monday morning. HTTPURL",INFORMATIVE,0.7581365616571166,0.2418634383428834,3,{'medical_system': ['hospital']},7,MEDIUM,2
"CORONAVIRUS: A church in the badly hit Lombardy region has been storing coffins of those who have died as a result of the COVID-19 pandemic, before they are transported to other areas of Italy to be cremated. Italy so far has reported 92,472 COVID-19 cases and 10,023 deaths. HTTPURL",INFORMATIVE,0.89144150924036,0.10855849075964001,5,"{'case_growth': ['cases'], 'death_severity': ['deaths']}",10,HIGH,3
"South Korea, who’s first COVID-19 case on the same day as the US.....has had just 162 deaths to date. Our response has been fucking horrible.",INFORMATIVE,0.9338252554704284,0.06617474452957166,3,{'death_severity': ['deaths']},8,MEDIUM,2
Criminal Negligence? Negligent Homicide? Voluntary Manslaughter? Crimes Against Humanity? Everything Trump Touches Dies? COVID-19 wasn't going away just because the Chosen One declared we'd go from 15 cases to zero in a week. #clustertrump #TrumpKILLS #TrumpOwnsEveryDeath HTTPURL,UNINFORMATIVE,0.40128969371510004,0.5987103062849,2,{'case_growth': ['cases']},2,LOW,1
Ministry of Labour dismisses COVID-19 work refusals. This is interesting. It isn't clear from the story whether any of the 198 work refusals across Ontario were supported after investigation. All 12 in the Hamilton area were not. HTTPURL,UNINFORMATIVE,0.2605159837925721,0.7394840162074279,0,{},0,LOW,1
"Flashback: Three Days Before the 1st Confirmed Case in the U.S. CDC Transcript of 2019 Novel Coronavirus Response Telebriefing. January 17, 2020 (para. 3). ""For a family sitting around the dinner table tonight this is not something that they generally need to worry about.""",UNINFORMATIVE,0.4125717250185744,0.5874282749814256,2,{'case_growth': ['confirmed']},2,LOW,1
New York Post : Two more members of tragic New Jersey family infected with coronavirus. HTTPURL via @USER,INFORMATIVE,0.6204425625459447,0.3795574374540554,1,{'symptoms_infection': ['infected']},5,MEDIUM,2
"popular New Orleans bounce DJ &amp; Radio Personality “Deejay Black N Mild”, dies after coronavirus infection at age 44. 😢💔 HTTPURL",INFORMATIVE,0.5631229023933608,0.4368770976066391,1,{'symptoms_infection': ['infection']},4,LOW,1
"Covid-19: 3611 persons under observation in JK, 4 test positive HTTPURL",INFORMATIVE,0.798002343604235,0.20199765639576492,1,{'testing_quarantine': ['test']},5,MEDIUM,2
"Not a single positive case of covid 19 among people of tableegh zamat,nizamuddin delhi. It's a confirm report. #Nizamuddin #COVID19 HTTPURL",INFORMATIVE,0.7376376627088481,0.26236233729115194,0,{},4,LOW,1
#BREAKING - Florida Department of Health officials have confirmed two new cases of #coronavirus in Broward County. HTTPURL,INFORMATIVE,0.9949080483022388,0.005091951697761248,2,"{'case_growth': ['new cases', 'confirmed', 'cases']}",7,MEDIUM,2
"On revelation of #AIPAC2020 meeting w/ NY related #COVID19 positive case, US House prepares for teleworking. 18000++ attended Included dozens of people from House Plus Senate, Pence, &amp; many others from ""the Hill"" and across the country. HTTPURL",INFORMATIVE,0.5408905044893193,0.45910949551068064,0,{},3,LOW,1
VP🥛 says he will be tested for coronavirus after staffer tested positive - Fox; 🌪🔥🎪🦠 HTTPURL,INFORMATIVE,0.8918781951264085,0.10812180487359148,3,"{'case_growth': ['tested positive'], 'testing_quarantine': ['tested']}",8,MEDIUM,2
"2 months 1 week 4 days in Taiwan only has 322 cases, they managed to slow their curve, by getting their military to make N5 masks, transparency to their citizens, proactive testing and new technology #coronaviruskenya",UNINFORMATIVE,0.24821657299218491,0.7517834270078151,3,"{'case_growth': ['cases'], 'testing_quarantine': ['testing']}",3,LOW,1
Woke liberals on Twitter suffer a meltdown after people applaud for the Bravehearts fighting against Coronavirus during Janata Curfew HTTPURL via @USER,UNINFORMATIVE,0.2188757697031476,0.7811242302968524,1,{'public_response': ['curfew']},1,LOW,1
"#China reports 28 new virus deaths, rise in new cases outside epicentre. (AFP news agency) #Coronavirus #China",INFORMATIVE,0.8308254533443096,0.16917454665569048,5,"{'case_growth': ['new cases', 'cases', 'rise'], 'death_severity': ['deaths']}",10,HIGH,3
New requests for #rapidreview of 3 #COVID19 #preprints on Outbreak Science rapid PREreview #OSrPRE. Please help if you have the time and expertise. 👇🏾 Thank you @USER for making those requests. cc @USER HTTPURL HTTPURL,UNINFORMATIVE,0.047581198095539845,0.9524188019044602,1,{'symptoms_infection': ['outbreak']},1,LOW,1
"Day 6 of self-isolation after returning home. If you have been abroad, please take public health orders seriously &amp; self-isolate. #Covid_19 HTTPURL",UNINFORMATIVE,0.36172555610560797,0.638274443894392,1,"{'testing_quarantine': ['isolation', 'self isolate', 'self isolation']}",1,LOW,1
Cincinnati Mayor John Cranley said today that the city is working with area hospitals to dramatically increase their capacity ahead of an expected surge in COVID-19 cases. HTTPURL,UNINFORMATIVE,0.24391674915851191,0.7560832508414881,5,"{'case_growth': ['cases', 'increase', 'surge'], 'medical_system': ['hospitals', 'capacity']}",3,LOW,1
Coronavirus: Gifty Anti tests negative again as she announces 2nd test HTTPURL #GhanaNews #Ghana,INFORMATIVE,0.6562849797529926,0.34371502024700734,1,"{'testing_quarantine': ['test', 'tests']}",5,MEDIUM,2
"#FreeAssange Good news: Julian's attorney Baltasar Garzon has been released from the hospital, &amp; is recovering from the coronavirus at home. HTTPURL",INFORMATIVE,0.670502778223155,0.3294972217768451,3,{'medical_system': ['hospital']},7,MEDIUM,2
"@USER so even though he only was tested positive after the event, he could very well be a carrier and has been spreading virus to everybody for DAYS. Ko bodoh ek? Reti baca tak pasal covid? Nak defend best friend bodoh kau tu membabi buta..",INFORMATIVE,0.5922043085997462,0.4077956914002539,4,"{'case_growth': ['tested positive'], 'testing_quarantine': ['tested'], 'symptoms_infection': ['spreading']}",7,MEDIUM,2
Trump has worked hard to be transparent about the coronavirus. He traveled to TN to help with the recovery and also stopped in at the CDC to assist in anyway he can. Why is everyone bashing him? This is what a president does and he is doing it! #MAGA #KAG,UNINFORMATIVE,0.14271846971435664,0.8572815302856434,0,{},0,LOW,1
Toronto hooker @USER is one of the Wolfpack players in self-isolation and says he is struggling with the symptoms of coronavirus - by @USER HTTPURL,UNINFORMATIVE,0.30605528953938765,0.6939447104606123,2,"{'testing_quarantine': ['isolation', 'self isolation'], 'symptoms_infection': ['symptoms']}",2,LOW,1
"NHK has just reported that Tokyo has confirmed at least 80 new coronavirus cases. Meanwhile, below you see Shinagawa Station in Tokyo on Tuesday morning, hours before the government is slated to declare a state of emergency with little legal power to enforce a lockdown.",INFORMATIVE,0.7735921604720086,0.2264078395279914,3,"{'case_growth': ['confirmed', 'cases'], 'public_response': ['lockdown', 'emergency']}",7,MEDIUM,2
"Trump said he ""has a feeling"" the NY governor's calls for thousands of ventilators are overblown as cases of the coronavirus skyrocket in parts of the country. HTTPURL via @USER",UNINFORMATIVE,0.2786818218629047,0.7213181781370953,5,"{'case_growth': ['cases'], 'medical_system': ['ventilators']}",3,LOW,1
A China Pharmaceutical man made Coronavirus and manipulated it from 20% to 90% so that it attacks people’s lungs. That’s why there have been so many deaths due to the Coronavirus. People’s lungs have been affected and collapsed which caused death. China have murdered people.,UNINFORMATIVE,0.3375712159179859,0.6624287840820141,3,"{'death_severity': ['death', 'deaths']}",3,LOW,1
"#BreakingNews Delhi has 26 #COVID19 cases, 22 have international travel history, 4 are local transmission cases. @USER",INFORMATIVE,0.7913476409805089,0.20865235901949114,3,"{'case_growth': ['cases'], 'symptoms_infection': ['transmission']}",7,MEDIUM,2
Reminder: Join us for our Virtual Town Hall on #COVIDー19 today at 11 am!,UNINFORMATIVE,0.40732678508690734,0.5926732149130927,0,{},0,LOW,1
"“UPDATE 6:30 a.m.: There are now 38 coronavirus cases confirmed in western Pennsylvania.” LIVE UPDATES: Coronavirus in Pennsylvania, what you need to know Saturday HTTPURL",INFORMATIVE,0.8627005917038726,0.13729940829612744,2,"{'case_growth': ['confirmed', 'cases']}",7,MEDIUM,2
"Detection of Covid-19 in Children in Early January 2020 in Wuhan, China | NEJM HTTPURL",UNINFORMATIVE,0.29550289212656045,0.7044971078734396,0,{},0,LOW,1
"A2: Launched in record speed, #NIH started enrollment for a Phase 1 #clinicaltrial of an investigational vaccine for #COVID19 for healthy adults in the Seattle area. #coronavirus HTTPURL #NPHWchat HTTPURL",UNINFORMATIVE,0.18616344021100273,0.8138365597889973,0,{},0,LOW,1
"Kubiak’s have been prepared for the Coronavirus $500 obo no low ballers, I know what I’ve got HTTPURL",UNINFORMATIVE,0.2850731789665174,0.7149268210334826,0,{},0,LOW,1
"Brno University Hospital in the Czech Republic, which has one of the country's largest COVID-19 test labs, had to cancel operations and relocate new patients after being hit with a cyberattack that shut down its computers #cybersecurity #COVID19 HTTPURL",INFORMATIVE,0.5241589039192133,0.47584109608078673,4,"{'medical_system': ['hospital'], 'testing_quarantine': ['test']}",7,MEDIUM,2
"Meanwhile, deaths in Turkey from COVID-19 as of March 21 - NINE",INFORMATIVE,0.8922220690312945,0.10777793096870553,3,{'death_severity': ['deaths']},8,MEDIUM,2
"@USER NO POTUS can stop a virus, but President Trump has done a great job mitigating the danger for America. Chance of coronavirus infection: World: 1 in 43,000 USA: 1 in 69,000 Chance of dying from the coronavirus: World: 1 in 25 of those infected USA: 1 in 55 of those infected",INFORMATIVE,0.5486307702304984,0.4513692297695016,1,"{'symptoms_infection': ['infected', 'infection']}",4,LOW,1
"Great news: Petoskey, MI manufacturer making hospital ‘isolation gowns’ to prep for coronavirus cases. In just 5 days, Petoskey Plastics’ isolation gown went from concept to production with about 10,000 of them being made daily now. 👏🇺🇸 💪HTTPURL",INFORMATIVE,0.7127098342324427,0.2872901657675572,6,"{'case_growth': ['cases'], 'medical_system': ['hospital'], 'testing_quarantine': ['isolation']}",10,MEDIUM,2
b.o.y will be joining a live concert (without an audience) to help raise funds to fight against coronavirus on april 11th! ♡,UNINFORMATIVE,0.03350846259248019,0.9664915374075198,0,{},0,LOW,1
Two people infected with #coronavirus have recovered and are now ready to leave the hospital. #Albania #COVID19 #coronavirusalbania HTTPURL,INFORMATIVE,0.736096419310724,0.26390358068927605,4,"{'medical_system': ['hospital'], 'symptoms_infection': ['infected']}",8,MEDIUM,2
"Total #coronavirus in NY tops 10,300 confirmed says @USER . Rose by a third from yesterday. NYC is epicenter of national pandemic. #ny21 @USER #adirondacks",INFORMATIVE,0.7814031293143389,0.21859687068566108,2,{'case_growth': ['confirmed']},6,MEDIUM,2
"If other African countries want to be unfortunate to accept any vaccine from US or EU, Nigeria will never accept such. We dont even need one, we already have cures to COVID-19. We have treated over 25 COVID-19 tested positive patients without any foreign intervention.",UNINFORMATIVE,0.3603763905776499,0.6396236094223501,3,"{'case_growth': ['tested positive'], 'testing_quarantine': ['tested']}",3,LOW,1
"The NWT government on Friday declared the territory's first Covid-19 patient, a Yellowknife resident, has been given the all-clear and is considered recovered. HTTPURL",INFORMATIVE,0.7089683945247476,0.2910316054752525,0,{},4,LOW,1
"Three levels of mask 50 pieces mask ear loop types type new model coronavirus mine dust fine particles microbe cut one /50 枚入 surgical-style mask (there is it with blue, the white color choice impossibility) HTTPURL",UNINFORMATIVE,0.20585124752331307,0.7941487524766869,0,{},0,LOW,1
"Baby Doll singer @USER tests negative in fifth #covid-19 test, to stay in hospital for some more time | #coronavirusindia | #JUSTIN HTTPURL",INFORMATIVE,0.6688039891200985,0.3311960108799015,4,"{'medical_system': ['hospital'], 'testing_quarantine': ['test', 'tests']}",8,MEDIUM,2
UPDATE: Missouri's third coronavirus-related death was a woman in her 60s in St. Louis County who suffered from other health conditions.,INFORMATIVE,0.8933700467143271,0.10662995328567287,3,{'death_severity': ['death']},8,MEDIUM,2
"@USER @USER @USER @USER @USER We can confirm that the first Jersey case of Coronavirus has been confirmed by Health and Community Services (HCS). No details about the individual will be released by the department, to protect the confidentiality of the person and their family: HTTPURL",UNINFORMATIVE,0.20817757549118643,0.7918224245088136,2,{'case_growth': ['confirmed']},2,LOW,1
"@USER @USER I thought a month ago was when he said it was one guy coming in from China and we have it under control. Or was it, we only have 15 cases, but soon it will all disappear like magic with the warmer weather. So many lies, it's difficult to keep track #TrumpLiesAmericansDie #COVID19 HTTPURL",UNINFORMATIVE,0.2005566687632666,0.7994433312367334,2,{'case_growth': ['cases']},2,LOW,1
Confirmed cases of #COVID19 reported in Georgia Mon 121 Tues 146 +21% Wed 197 +35% Thur 287 +46% Fri 485 +69% (Noon Thurs --7 pm Fri) Sat 555 +14% Deaths: 20 +6 (3.6% death rate) Source: Georgia Dept. of Public Health: HTTPURL,INFORMATIVE,0.7947540831525546,0.20524591684744545,5,"{'case_growth': ['confirmed cases', 'confirmed', 'cases'], 'death_severity': ['death', 'deaths']}",9,MEDIUM,2
"#BREAKING: #Kern Public Health confirms #fourth #COVID19 resident case in Kern County, bringing a total to #five COVID-19 cases in the county. HTTPURL",INFORMATIVE,0.9294424658776093,0.07055753412239076,2,{'case_growth': ['cases']},7,MEDIUM,2
"With seven confirmed cases of Coronavirus, Kerry has the tenth-highest number of cases in the country. The HSE has only given an exact number for counties with five or more cases - 16 counties, including Kerry. Kerry has one case per 21,100 people, which puts it 14th on the list.",INFORMATIVE,0.7928448742818252,0.20715512571817488,2,"{'case_growth': ['confirmed cases', 'confirmed', 'cases']}",6,MEDIUM,2
"As of 7pm Saturday, there are 555 COVID-19 cases in Georgia with 20 deaths. There have been just over 3,600 tests performed and more than a third of Georgia counties have cases. #gapol HTTPURL HTTPURL",INFORMATIVE,0.9472831275615,0.05271687243850002,6,"{'case_growth': ['cases'], 'death_severity': ['deaths'], 'testing_quarantine': ['tests']}",11,HIGH,3
"The USA reached 10,000 #COVID19 deaths today. Donald Trump's Incompetent Response to the #coronavirus helped make it all possible. #TrumpLiedPeopleDied HTTPURL",UNINFORMATIVE,0.34314937937832846,0.6568506206216715,3,{'death_severity': ['deaths']},3,LOW,1
"#COVID19 #Kerala Total number of people affected by COVID-19 rises to 52 in the state. Over 53,000 people under observation. 70 people admitted in hospitals on Saturday alone. @USER @USER",INFORMATIVE,0.8044843215667619,0.1955156784332382,3,{'medical_system': ['hospitals']},8,MEDIUM,2
"@USER @USER “On re-evaluation by the National Institute of Health, only 12 per cent of death certificates have shown a direct causality from coronavirus, while 88% of patients who have died have at least one pre-morbidity - many had two or three"" --- which were the primary cause of death",INFORMATIVE,0.5699962783529342,0.43000372164706574,3,{'death_severity': ['death']},6,MEDIUM,2
"Germany reports 146 new cases bringing total confirmed cases there to 21,828 and 75 total deaths, with 1,980 new cases and 7 new deaths reported today. #CoronaVirus #Covid19 #CoronaVirusOutbreak HTTPURL",INFORMATIVE,0.9981093248549516,0.0018906751450483228,5,"{'case_growth': ['new cases', 'confirmed cases', 'confirmed', 'cases'], 'death_severity': ['deaths']}",10,HIGH,3
So new cases of Covid-19 in china is a mutated form of the virus. The C- strain.... Aah. Pls now when will this blow away? 🙆,UNINFORMATIVE,0.3199722145362589,0.6800277854637411,2,"{'case_growth': ['new cases', 'cases']}",2,LOW,1
NEWS: The death of a bus driver from #coronavirus in #Bristol has renewed calls for the 'most stringent hygiene regime' across the bus industry. (Pic credits: @USER HTTPURL HTTPURL,UNINFORMATIVE,0.309461030878593,0.690538969121407,3,{'death_severity': ['death']},3,LOW,1
"Covid-19: Lagos State Governor, @USER His Immediate Family, All Aides, Test Negative For The #Coronavirus - Page 36 - Reducing fake news in Nigeria HTTPURL #COVIDー19",INFORMATIVE,0.6839956355661566,0.3160043644338434,1,{'testing_quarantine': ['test']},5,MEDIUM,2
"With London all now closed and ALL Restuarants cafes bars and other areas closed due to the rapid rise in cases of #COVID19 177 are dead im extremely frightened to go out 755,876 cases recorded in London rising daily im on my own using only @USER to communicate with you HTTPURL",UNINFORMATIVE,0.4495087624321542,0.5504912375678458,6,"{'case_growth': ['cases', 'rising', 'rise'], 'death_severity': ['dead'], 'public_response': ['closed']}",3,LOW,1
"🇨🇦 🦠 Coronavirus March 21: Quebec announces four new deaths as Ottawa scrambles to fetch Canadians overseas 🦠 🇨🇦 - Sat, 21 Mar 2020 #COVIDー19 #cdnmedia #Ottawa HTTPURL",INFORMATIVE,0.505001505091097,0.4949984949089031,3,{'death_severity': ['deaths']},6,MEDIUM,2
US Teen Who May Have Died of #Coronavirus Turned Away From Urgent Care Due to Lack of Insurance HTTPURL #USA HTTPURL,UNINFORMATIVE,0.4821046625233062,0.5178953374766938,0,{},0,LOW,1
More on the US: Date (total Coronavirus deaths at given date) + the difference in deaths over previous day: March 8 (22 deaths) March 9 (26 deaths) + 4 March 10 (30 deaths) + 4 March 11 (38 deaths) + 8 March 12 (42 deaths) + 4 March 13 (49 deaths) + 7 Continued:,INFORMATIVE,0.9847597214803605,0.015240278519639537,3,{'death_severity': ['deaths']},8,MEDIUM,2
COVID-19: Here are all the B.C. cases of the novel coronavirus HTTPURL,INFORMATIVE,0.5418106983987738,0.45818930160122623,2,{'case_growth': ['cases']},5,MEDIUM,2
"A London hospital has confirmed a ""critical incident"" due to a surge in COVID-19 cases. Northwick Park hospital in Harrow said its critical care unit has hit capacity due to the number of cases. #Covid_19",INFORMATIVE,0.8294866823479744,0.17051331765202563,5,"{'case_growth': ['confirmed', 'cases', 'surge'], 'medical_system': ['hospital', 'capacity']}",10,HIGH,3
"The UK has nearly 20,000 infections and 2,600 deaths from COVID-19. Prime Minister Boris Johnson and a number of other British officials remain in self-isolation as the country steps up its measures to mitigate the pandemic. Full Video: HTTPURL @USER HTTPURL",INFORMATIVE,0.7654142129894914,0.23458578701050856,4,"{'death_severity': ['deaths'], 'testing_quarantine': ['isolation', 'self isolation']}",8,MEDIUM,2
"Armin Izadpanah, a #humanrights activist, suspected of having #coronavirus passed away in Evin Prison due to lack of medical care. After exhibiting #COVID19 symptoms authorities transferred him to solitary confinement instead of sending him on furlough. #FreePoliticalPrisoners HTTPURL",UNINFORMATIVE,0.4179469562549327,0.5820530437450673,1,{'symptoms_infection': ['symptoms']},1,LOW,1
@USER @USER oh weeks - so let's see ITALY OVER 600 DEATHS IN ONE DAY.. so in weeks all the healthworkers are covid-19 poitive what a great perspective,UNINFORMATIVE,0.45120055224196376,0.5487994477580362,3,{'death_severity': ['deaths']},3,LOW,1
"Paris Saint-Germain's Kylian Mbappe has returned a negative test for the coronavirus, according to ESPN sources. HTTPURL",INFORMATIVE,0.5837943299383184,0.41620567006168163,1,{'testing_quarantine': ['test']},4,LOW,1
I find it interesting that Russia borders China and only has 250 cases of Covid-19. India is right there as well with only 258 cases. What are they doing that we are not?,UNINFORMATIVE,0.3410874895325766,0.6589125104674234,2,{'case_growth': ['cases']},2,LOW,1
— Breaking — More than 50 confirmed #Coronavirus cases today - most for any day so far. #India,INFORMATIVE,0.8734041293034324,0.12659587069656766,2,"{'case_growth': ['confirmed', 'cases']}",7,MEDIUM,2
"Half of all coronavirus cases in New York state are in patients under 50 years old, Gov. @USER said as he pleaded with young people to stop socializing and to increase their social distancing. HTTPURL",INFORMATIVE,0.518000626896792,0.4819993731032079,2,"{'case_growth': ['cases', 'increase']}",5,MEDIUM,2
"#Eritrea confirms first coronavirus case, in arrival from Norway - HTTPURL Thank you is in order for the Eritrean health administration being ahead of the game from day one",INFORMATIVE,0.7009277779523807,0.2990722220476193,0,{},4,LOW,1
"#CoronavirusMx: As of March 20, the #Health Ministry reported 251 confirmed #COVID19 cases in #Mexico, as well as 697 suspected cases and 2 deaths HTTPURL",INFORMATIVE,0.9630559225128735,0.03694407748712646,5,"{'case_growth': ['confirmed', 'cases'], 'death_severity': ['deaths']}",10,HIGH,3
